??,??????????,?????????
2,025391,0,2403269,0,8972474
3,025391,0,1314106,1,156221
4,025391,0,1253806,1,151231
5,025391,0,0679949,1,647932
6,025391,0,03717926,2,331606
7,025391,0,08231875,2,099834
8,025391,0,0828441,3,904769
9,025391,0,07194312,6,04739
10,02539,0,06447279,7,460359
11,02539,0,07347232,5,946863
12,02539,0,03822578,9,192516
13,02539,0,04677959,4,707714
14,02539,0,02918444,5,055492
15,02539,0,04000045,2,67071
16,02539,0,02788268,4,702287
17,02539,0,04356629,3,801003
18,02539,0,05374367,4,818113
19,02539,0,1005978,4,573052
20,02539,0,1486348,3,399513
21,02539,0,2164414,1,360473
22,02539,0,355345,1,399017
23,02539,0,6909089,1,084371
24,02539,1,606873,0,8340992
25,02539,6,326454,0,5193697
26,02539,8,221797,0,5582321
27,02539,3,843335,1,191097
28,02539,0,5193583,5,15251
29,02539,0,3269536,4,309747
30,02539,0,5001202,1,772076
31,02539,0,5936255,1,352036
32,20605,0,2622918,4,759915
33,20605,0,1094266,8,146267
34,20605,0,2248459,3,041071
35,20605,0,3096004,1,044961
36,20605,0,2692768,0,818082
37,20605,0,2635676,1,636582
38,20605,0,538316,1,319991
39,20605,1,979437,0,5308572
40,20605,3,263215,1,370217
41,20605,3,000975,2,770569
42,20605,2,5516,4,06183
43,20605,1,941644,5,186563
44,20605,1,858736,4,197997
45,20605,0,7401237,7,079391
46,20605,0,94086,3,519904
47,20605,0,7315738,3,672319
48,20605,0,5260479,5,978222
49,20605,1,011129,2,125358
50,20605,0,461619,2,898394
51,20605,0,4816271,1,591445
52,20605,0,273755,1,769332
53,20605,0,3291298,0,7855383
54,20605,0,3053698,0,6934038
55,20605,0,18308,0,8915378
56,20605,0,1200942,1,454962
57,20605,0,07256728,1,046638
58,20605,0,09607677,1,157409
59,20605,0,09329192,1,626977
60,20605,0,1682901,0,7405533
61,20605,0,319232,1,518132
62,65527,10,92386,1,447891
63,65527,10,4104,1,468864
64,65527,6,304627,1,987472
65,65527,6,116776,1,516385
66,65527,6,101455,0,7977936
67,65527,7,235085,0,4472201
68,65527,7,676916,0,3587887
69,65527,10,61686,0,23918
70,65527,11,42021,0,3846188
71,65527,5,355044,0,9199251
72,65527,3,551253,1,048176
73,65527,1,692651,1,427195
74,65527,1,391997,0,8150444
75,65527,0,178811,2,771303
76,65527,0,3024447,1,735096
77,65527,0,2411591,1,410195
78,65527,0,1522834,3,747817
79,65527,0,3963138,2,190993
80,65527,0,3887192,1,750382
81,65527,0,2402385,1,54722
82,65527,0,2195856,1,036792
83,65527,0,1357359,1,382161
84,65527,0,1877899,0,5576739
85,65527,0,2230793,1,128359
86,65527,0,3295932,0,662477
87,65527,0,5243416,1,269757
88,65527,0,5525286,3,016684
89,65527,0,2123895,12,39243
90,65527,0,2730763,8,605063
91,65527,0,4897273,4,525705
93,36816,10,65097,0,8082154
94,36816,8,665306,1,143888
95,36816,3,934797,2,391415
96,36816,1,357265,4,083153
97,36816,0,5307744,7,648412
98,36816,0,4097088,4,541254
99,36816,0,1654314,6,071121
100,3682,0,1172348,5,342704
101,3682,0,06994041,6,746001
102,3682,0,04998883,8,384784
103,3682,0,05433617,8,876171
104,3682,0,05537741,7,157104
105,3682,0,04828152,4,910233
106,3682,0,0660952,1,971639
107,3682,0,07514496,0,9929644
108,3682,0,07763333,1,182596
109,3682,0,1107182,1,047374
110,3682,0,1663598,0,8402002
111,3682,0,1207901,2,6472
112,3682,0,1178606,2,764903
113,3682,0,0815699,4,31781
114,3682,0,1367942,3,162246
115,3682,0,2650974,3,39406
116,3682,0,4725551,3,005711
117,3682,1,451031,2,209097
118,3682,5,203665,0,7056974
119,3682,6,114029,0,3868981
120,3682,2,463374,0,194007
121,3682,0,6997389,0,6409515
122,3682,1,071237,0,5264218
123,9248,2,057998,4,959821
124,9248,1,133447,5,119489
125,9248,0,4107113,8,834586
126,9248,0,2440984,8,821986
127,9248,0,1925623,7,834873
128,9248,0,1921044,5,667241
129,9248,0,1332924,7,619028
130,9248,0,1695506,5,490717
131,9248,0,1269847,7,106978
132,9248,0,2298727,4,608733
133,9248,0,1060099,8,999091
134,9248,0,1343161,6,430497
135,9248,0,1398525,6,273497
136,9248,0,1822632,5,435807
137,9248,0,3120382,5,167986
138,9248,0,3182003,9,308295
139,9248,1,76589,2,695944
140,9248,2,975356,1,689744
141,9248,3,284905,1,444654
142,9248,2,984386,1,506339
143,9248,3,546131,1,047847
144,9248,3,134814,0,7615155
145,9248,3,635831,0,7762148
146,9248,4,132087,0,6928809
147,9248,6,628147,0,6177503
148,9248,4,060396,0,5777554
149,9248,2,447713,0,47299
150,9248,2,509288,0,8779789
151,9248,3,012262,0,5671676
152,9248,4,163077,0,648442
153,2363,8,275413,1,100396
154,2363,3,779489,1,515969
155,2363,2,398107,1,915012
156,2363,1,655252,2,113153
157,2363,0,6771365,4,9081
158,2363,1,288439,3,643847
159,2363,1,143001,4,349372
160,2363,0,3880258,12,75832
161,2363,0,5342278,5,425399
162,2363,0,1997583,18,95233
163,2363,0,3225119,5,555654
164,2363,0,2041135,7,160457
165,2363,0,1969405,5,223585
166,2363,0,1971195,3,825002
167,2363,0,135818,3,986001
168,2363,0,1719232,2,450477
169,2363,0,1107209,3,078557
170,2363,0,1493809,2,026019
171,2363,0,1403974,2,579126
172,2363,0,1451462,2,792477
173,2363,0,2580516,2,164119
174,2363,0,1590162,4,533411
175,2363,0,2212251,3,592338
176,2363,0,1242899,7,327089
177,2363,0,1334219,7,744507
178,2363,0,1191105,7,02287
179,2363,0,1044832,4,175639
180,2363,0,1055722,3,473991
181,2363,0,1654462,2,788607
182,2363,0,3555154,1,499857
184,0469,0,03067898,5,100306
185,0469,0,03876933,3,987631
186,0469,0,03867773,2,756882
187,0469,0,02965282,1,616047
188,0469,0,02391061,1,011277
189,0469,0,02136994,1,040613
190,0469,0,01583366,0,9080375
191,0469,0,01510667,1,456954
192,0469,0,01395165,1,018755
193,0469,0,01900078,0,4397627
194,0469,0,02049709,0,6509286
195,0469,0,01572055,0,5525885
196,0469,0,01278009,2,101165
197,0469,0,007775838,4,84884
198,0469,0,01240472,3,577052
199,0469,0,01396893,4,408969
200,0469,0,01277391,7,97653
201,0469,0,03264882,4,395433
202,0469,0,06524408,1,923362
203,0469,0,06430975,0,9649629
204,0469,0,05747809,1,746521
205,0469,0,06779931,1,306115
206,0469,0,07811841,2,213888
207,0469,0,0701067,6,049173
208,0469,0,08999698,8,427855
209,0469,0,113744,11,12312
210,0469,0,4659988,3,854964
211,0469,0,7031393,2,72519
212,0469,0,3851725,4,862293
213,0469,0,2314044,6,236237
214,6377,1,257881,2,47078
215,6377,0,6867428,3,024164
216,6377,0,3634944,4,407705
217,6377,0,2078385,5,766656
218,6377,0,1098139,10,25977
219,6377,0,1252545,10,85461
220,6377,0,2327201,6,538671
221,6377,0,1678356,9,167164
222,6377,0,3008078,4,890347
223,6377,0,2099107,7,765791
224,6377,0,3913969,5,392243
225,6377,0,4002987,8,533971
226,6377,0,6103575,6,349132
227,6377,1,002248,5,45506
228,6377,1,276172,5,139614
229,6377,2,019327,2,997906
230,6377,1,965237,2,067015
231,6377,2,377874,1,075691
232,6377,1,657801,1,206107
233,6377,1,111862,1,61254
234,6377,1,110836,1,648719
235,6377,1,095779,1,281554
236,6377,1,09919,0,3268931
237,6377,0,6690551,0,4516985
238,6377,0,7289451,0,5978495
239,6377,0,5114788,0,3931673
240,6377,0,7330016,1,121412
241,6377,0,6811645,2,467287
242,6377,0,3791746,4,487251
243,6377,0,7885888,1,860735
244,5889,4,013949,0,8810267
245,5889,2,714014,1,064351
246,5889,1,088436,1,619142
247,5889,0,2228981,3,088066
248,5889,0,1635273,2,494031
249,5889,0,1270161,1,966932
250,5889,0,06005664,3,611178
251,5889,0,08783157,2,736732
252,5889,0,2048106,0,5456393
253,5889,0,1926308,0,214297
254,5889,0,1359671,0,3645296
255,5889,0,09758578,0,2334352
256,5889,0,06515774,0,69735
257,5889,0,05094635,0,9139548
258,5889,0,05342968,0,5803246
259,5889,0,05226713,0,5840335
260,5889,0,05987198,0,6162
261,5889,0,0772947,0,5856526
262,5889,0,0599924,1,447026
263,5889,0,08229291,1,300032
264,5889,0,08256601,1,476033
265,5889,0,1487998,0,6043998
266,5889,0,1113199,0,1803539
267,5889,0,04868365,0,5248571
268,5889,0,04159629,0,7222804
269,5889,0,04274726,0,3804708
270,5889,0,0361203,0,9279608
271,5889,0,07673456,1,224629
272,5889,0,07412335,2,185254
273,5889,0,2019455,1,279015
275,624,0,08488943,0,2146058
276,624,0,06366413,0,5578489
277,624,0,05056982,0,528614
278,624,0,04320885,0,5316911
279,624,0,04271312,1,459466
280,624,0,04632572,2,115718
281,624,0,1030702,1,039614
282,624,0,1626245,0,2495262
283,624,0,1730551,0,2804576
284,624,0,1738513,0,2202576
285,624,0,1519667,0,2929908
286,624,0,1088035,0,7811881
287,624,0,1138001,1,005995
288,624,0,09451564,1,751445
289,624,0,08794611,2,985827
290,624,0,1270173,2,6974
291,624,0,1610681,2,367297
292,624,0,3225369,0,9136734
293,624,0,275937,0,4490862
294,624,0,1201286,0,337948
295,624,0,1125742,0,5391186
296,624,0,098223,0,3236792
297,624,0,08891517,0,707929
298,624,0,1655298,0,7111156
299,624,0,1286578,0,8586731
300,624,0,1103298,0,6458282
301,624,0,08159363,0,6883132
302,624,0,07890575,0,609817
303,624,0,0499761,0,3995399
304,624,0,01499824,0,6569325
306,2246,2,531016,1,882635
307,2246,1,121202,3,151726
308,2246,0,4843874,5,65035
309,2246,0,4043891,5,823466
310,2246,0,1861142,12,08577
311,2246,0,2832369,6,572658
312,2246,0,1634013,12,94699
313,2246,0,2296934,6,629574
314,2246,0,132952,10,10265
315,2246,0,1620395,6,447407
316,2246,0,2434978,4,694323
317,2246,0,3021735,5,844089
318,2246,0,4143831,6,581888
319,2246,1,20487,4,012033
320,2246,2,024956,3,007523
321,2246,1,98135,2,643357
322,2246,1,10501,2,702884
323,2246,0,7502308,1,945934
324,2246,0,3350682,2,438037
325,2246,0,253188,2,015802
326,2246,0,1405678,1,638928
327,2246,0,06051265,4,226963
328,2246,0,08247644,2,718858
329,2246,0,06095935,4,109342
330,2246,0,07552256,6,722945
331,2246,0,1581244,3,473269
332,2246,0,2147649,3,483096
333,2246,0,4052949,2,637558
334,2246,0,8596634,2,108712
335,2246,0,845305,3,462674
335,6289,762,7841,3,079943
336,6289,280,2181,4,902244
337,6289,114,912,6,537645
338,6289,39,15238,11,54983
339,6289,38,25708,8,10402
340,6289,24,36639,9,788902
341,6289,17,42149,10,94947
342,6289,14,09143,12,05339
343,6289,13,81138,11,90972
344,6289,11,90437,14,78635
345,6289,16,99205,10,80663
346,6289,10,9424,15,43871
347,6289,11,97925,13,54158
348,6289,11,85167,13,54728
349,6289,14,76663,11,85559
350,6289,13,51673,15,79401
351,6289,14,64269,18,78747
352,6289,13,20292,28,26734
353,6289,25,61717,19,79252
354,6289,26,7051,22,82898
355,6289,17,35963,37,00772
356,6289,21,78935,30,07304
357,6289,26,63732,25,39456
358,6289,30,2615,23,59974
359,6289,34,42496,22,58314
360,6289,41,5299,21,04119
361,6289,58,577,17,50409
362,6289,80,47862,15,76719
363,6289,113,1481,15,13932
364,6289,184,5646,13,69757
381,7861,435,7048,0,753208
382,7861,244,9419,0,6696559
383,7861,206,6199,2,166546
384,7861,94,37141,8,879725
385,7861,50,73122,16,41457
386,7861,33,56397,23,89814
387,7861,29,23565,25,25203
388,7861,31,36243,23,20917
389,7861,32,6117,22,66946
390,7861,34,42839,22,26481
391,7861,37,0647,21,85123
392,7861,40,84003,21,36218
393,7861,46,36066,20,70435
394,7861,54,94442,19,69827
395,7861,70,93503,17,77515
396,7861,112,9828,13,77926
397,7861,182,335,11,70739
398,7861,357,4286,9,051503
399,7861,423,4666,13,47257
400,7861,2107,999,4,67507
401,7861,4596,102,2,053327
402,7861,2658,112,3,137509
403,7861,333,2075,15,41302
404,7861,387,5624,6,921182
405,7861,41,96283,21,22467
406,7861,41,96283,21,22467
407,7861,41,96283,21,22467
408,7861,41,96283,21,22467
409,7861,41,96283,21,22467
410,7861,41,96283,21,22467
406,1074,0,2173472,3,777411
407,1074,0,1626319,5,398929
408,1074,0,2671433,3,166275
409,1074,0,3718065,1,217312
410,1074,0,3388805,1,497249
411,1074,0,4959283,1,632141
412,1074,0,8088458,1,275776
413,1074,4,123707,0,6376874
414,1074,6,02657,0,6928197
415,1074,2,817551,1,734051
416,1074,0,8621835,3,552384
417,1074,0,4291567,5,381513
418,1074,0,2349751,4,653336
419,1074,0,1832816,2,251896
420,1074,0,1311172,2,551789
421,1074,0,1421259,2,675762
422,1074,0,1583277,2,225842
423,1074,0,2495837,3,198009
424,1074,0,4285976,3,477818
425,1074,0,8176627,2,503432
426,1074,0,6830767,3,622469
427,1074,1,371816,2,13453
428,1074,1,749014,1,962539
429,1074,4,674457,0,760702
430,1074,4,295932,0,7577173
431,1074,1,117713,2,407694
432,1074,0,7133914,2,442427
433,1074,0,3100132,4,472706
434,1074,0,2899935,4,01433
435,1074,0,2123868,5,632833
437,0059,0,5947655,2,64628
438,0059,0,3399577,2,889325
439,0059,0,2099201,3,141637
440,0059,0,0872277,6,452175
441,0059,0,09181024,5,075623
442,0059,0,0987484,5,648181
443,0059,0,1114371,4,547505
444,0059,0,07480871,5,247406
445,0059,0,0461372,7,81671
446,0059,0,03651518,9,533619
447,0059,0,03547373,10,68435
448,0059,0,04346358,9,711235
449,0059,0,04471575,9,643136
450,0059,0,07438795,7,143302
451,0059,0,0762923,9,397284
452,0059,0,07263911,16,08075
453,0059,0,1708166,9,972284
454,0059,0,4091219,4,814984
455,0059,0,3844656,4,179054
456,0059,0,1885345,5,824743
457,0059,0,1874694,4,723846
458,0059,0,10102,7,72971
459,0059,0,1169538,7,278809
460,0059,0,08732316,7,892754
461,0059,0,05521984,8,837733
462,0059,0,05608102,8,362551
463,0059,0,07277784,6,496821
464,0059,0,1041168,5,913678
465,0059,0,1148182,8,029797
466,0059,0,1330699,10,91421
467,3721,0,5843034,1,286477
468,3721,0,3471909,2,948443
469,3721,0,2051266,5,836919
470,3721,0,06667988,16,67575
471,3721,0,1024562,9,916481
472,3721,0,05705979,16,84764
473,3721,0,07611387,12,49849
474,3721,0,100093,11,26372
475,3721,0,11151,11,40707
476,3721,0,1570295,9,050285
477,3721,0,1550751,9,759037
478,3721,0,06076546,25,86097
479,3721,0,1557744,7,899298
480,3721,0,1204495,10,09175
481,3721,0,2595291,4,439146
482,3721,0,5084639,1,048959
483,3721,0,4520209,0,6217421
484,3721,0,3478463,0,8148235
485,3721,0,2826952,0,5769228
486,3721,0,2075712,1,591091
487,3721,0,1813895,2,78318
488,3721,0,2321025,2,627833
489,3721,0,2109203,2,890862
490,3721,0,2853704,1,829567
491,3721,0,2064448,2,653058
492,3721,0,2993568,1,966757
493,3721,0,1745068,3,199406
494,3721,0,2637868,1,947141
495,3721,0,226785,2,201546
496,3721,0,4016879,0,8527583
498,2266,0,4827594,1,99155
499,2266,0,2012092,6,489146
500,2266,0,2032758,7,35947
501,2266,0,2993992,5,1113
502,2266,0,1799273,8,006227
503,2266,0,1885477,6,011732
504,2266,0,1957671,3,630885
505,2266,0,1576085,1,979191
506,2266,0,1234418,1,903173
507,2266,0,08396767,1,791215
508,2266,0,1076452,1,486602
509,2266,0,06274522,2,680095
510,2266,0,09381666,1,745261
511,2266,0,06450392,3,008244
512,2266,0,1112185,2,164603
513,2266,0,1019945,2,189405
514,2266,0,09808561,1,784294
515,2266,0,1251927,1,178446
516,2266,0,1334351,1,250754
517,2266,0,2209596,0,3796027
518,2266,0,2191694,0,2088324
519,2266,0,2561664,0,09835254
520,2266,0,2760897,0,103011
521,2266,0,2965168,0,05119215
522,2266,0,2403476,0,1039257
523,2266,0,1674688,0,1543472
524,2266,0,160899,0,2493012
525,2266,0,127913,0,5804324
526,2266,0,160927,0,8964168
527,2266,0,1143038,1,420749
529,2568,0,3788957,0,9631441
530,2568,0,3811499,0,9047642
531,2568,0,2069421,1,626128
532,2568,0,2111246,1,582167
533,2568,0,1330553,3,633816
534,2568,0,1578493,3,117241
535,2568,0,09673852,5,845031
536,2568,0,1423358,4,162088
537,2568,0,08504509,7,046223
538,2568,0,106673,4,097534
539,2568,0,1446205,2,032844
540,2568,0,1265591,1,000043
541,2568,0,1097652,0,75743
542,2568,0,07217066,0,5697281
543,2568,0,06521533,0,5067484
544,2568,0,05077279,0,9170076
545,2568,0,03827257,1,357072
546,2568,0,04192417,2,11461
547,2568,0,03278388,4,394029
548,2568,0,03312182,5,161524
549,2568,0,06346592,2,504298
550,2568,0,06447522,1,562886
551,2568,0,07912276,1,200243
552,2568,0,06339169,1,35594
553,2568,0,08552556,1,125841
554,2568,0,05725763,1,215338
555,2568,0,06128079,1,003059
556,2568,0,06094492,0,8203253
557,2568,0,04917589,0,9800177
558,2568,0,06414013,0,9306761
559,7158,0,1391485,0,9792015
560,7158,0,1285284,0,6988534
561,7158,0,09153689,0,6497809
562,7158,0,08056609,0,5942644
563,7158,0,06490372,0,9051955
564,7158,0,07279239,1,097379
565,7158,0,07669733,1,465866
566,7158,0,08644983,2,691692
567,7158,0,1028189,3,560587
568,7158,0,2447728,1,838729
569,7158,0,3033805,1,185155
570,7158,0,1507511,1,380751
571,7158,0,1329757,0,7179682
572,7158,0,08256685,0,5005715
573,7158,0,08218429,0,26376
574,7158,0,04795177,0,5350882
575,7158,0,04676749,0,4720336
576,7158,0,0434885,0,7982669
577,7158,0,05597688,1,366104
578,7158,0,09075701,1,101464
579,7158,0,08026792,1,292682
580,7158,0,1035948,1,113122
581,7158,0,0988194,1,607182
582,7158,0,1229621,1,43013
583,7158,0,06281609,2,112903
584,7158,0,07713979,1,406881
585,7158,0,04813609,2,0475
586,7158,0,05872601,1,587756
587,7158,0,02966535,2,277012
588,7158,0,04384833,1,527873
590,5264,0,008789825,0,2581131
591,5264,0,01767851,0,2133928
592,5264,0,02901722,0,4106201
593,5264,0,03898835,0,5880547
594,5264,0,09925308,0,3164634
595,5264,0,1401893,0,1392501
596,5264,0,1127595,0,04323038
597,5264,0,06985358,0,09446432
598,5264,0,0657237,0,1331423
599,5264,0,06458206,0,08123534
600,5264,0,06787394,0,1540765
601,5264,0,08945066,0,3048556
602,5264,0,05651772,0,722207
603,5264,0,05088611,0,7321739
604,5264,0,03630968,0,9949097
605,5264,0,0498886,0,6565851
606,5264,0,03729164,0,7363544
607,5264,0,0463964,0,4608794
608,5264,0,04459872,0,3294683
609,5264,0,06421671,0,07310453
610,5264,0,06237591,0,02615897
611,5264,0,05470741,0,0154468
612,5264,0,04981706,0,01280646
613,5264,0,04813001,0,02350978
614,5264,0,05233524,0,01842844
615,5264,0,06074791,0,01626158
616,5264,0,06933646,0,04478802
617,5264,0,07647417,0,1108461
618,5264,0,05899394,0,3665084
619,5264,0,02786327,0,8440362
