??,rr??,?????
1,025391,0,859374987194315,69
1,831055,0,80566405049467,74
2,583008,0,751953113795026,79
3,354492,0,771484363503987,77
4,111328,0,756835926222266,79
4,873047,0,761718738649506,78
5,654297,0,781249988358468,76
6,445313,0,791015613212949,75
7,167969,0,722656239231583,83
7,875977,0,708007801949862,84
8,554688,0,678710927386419,88
9,204102,0,649414052822976,92
9,84375,0,639648427968496,93
10,47852,0,634765615541255,94
11,12305,0,644531240395736,93
11,80664,0,683593739813659,87
12,5,0,69335936466814,86
13,17383,0,673828114959179,89
13,86719,0,69335936466814,86
14,58008,0,712890614377102,84
15,30273,0,722656239231583,83
16,02051,0,717773426804342,83
16,71387,0,69335936466814,86
17,41211,0,698242177095381,85
18,14941,0,737304676513304,81
18,91113,0,761718738649506,78
19,72656,0,815429675349151,73
20,57617,0,849609362339834,70
21,38184,0,80566405049467,74
22,14844,0,766601551076747,78
22,93457,0,786132800785708,76
23,68652,0,751953113795026,79
25,12207,1,43554685360868,41
25,82031,0,698242177095381,85
26,54785,0,727539051658823,82
27,19238,0,644531240395736,93
27,83691,0,644531240395736,93
28,47656,0,639648427968496,93
29,12109,0,644531240395736,93
29,75586,0,634765615541255,94
30,43457,0,678710927386419,88
31,20605,0,771484363503987,77
31,89941,0,69335936466814,86
32,56348,0,664062490104698,90
33,22266,0,659179677677457,91
33,85254,0,629882803114015,95
34,48242,0,629882803114015,95
35,12207,0,639648427968496,93
35,75195,0,629882803114015,95
36,37207,0,620117178259534,96
37,00684,0,634765615541255,94
37,7002,0,69335936466814,86
38,52539,0,825195300203632,72
39,25293,0,727539051658823,82
39,28711,0,034179686990683,1755
39,70215,0,415039056315436,144
39,75098,0,0488281242724043,1228
40,1709,0,419921868742677,142
40,40039,0,2294921840803,261
40,75684,0,356445307188551,168
40,78125,0,0244140621362021,2457
41,01074,0,2294921840803,261
41,11328,0,102539060972049,585
41,16211,0,0488281242724043,1228
41,21094,0,0488281242724043,1228
41,46973,0,258789058643743,231
41,82129,0,351562494761311,170
41,95313,0,131835935535491,455
42,14355,0,190429684662377,315
42,31934,0,175781247380655,341
42,50488,0,185546872235136,323
42,7832,0,278320308352704,215
43,0127,0,2294921840803,261
43,42773,0,415039056315436,144
44,0625,0,634765615541255,94
44,71191,0,649414052822976,92
45,39063,0,678710927386419,88
46,11328,0,722656239231583,83
46,80176,0,6884765522409,87
47,54883,0,747070301367785,80
48,50586,0,957031235739123,62
49,37012,0,864257799621555,69
50,15625,0,786132800785708,76
